customer_id,name,age,salary,city,country,churn
CUST_1465,Jessica Soto,59,159006,Seattle,US,0
CUST_1466,Alex Miller,62,138754,New York,United States,0
CUST_1467,Peter Johnson,41,18713460,Seattle,United States,0
CUST_1468,Trevor Scott,32,151158,Seattle,United States,0
CUST_1469,Mark Farmer,,141737,Chicago,,0
CUST_1470,Tony Johnson,50,52201,Seattle,United States,0
CUST_1471,Connie Gonzalez,54,8234033,San Francisco,USA,1
CUST_1472,Michael Dillon,242,106821,Chicago,United States,0
CUST_1473,Jason Gentry,61,,Seattle,United States,0
CUST_1474,Jessica Hamilton,55,125242,Austin,USA,0
CUST_1475,Nathan Butler,36,5833006,San Francisco,USA,0
CUST_1476,William Taylor,61,142349,,US_OFFICIAL,0
CUST_1477,Mrs. Jennifer Johnson DVM,18,69685,New York,,0
CUST_1478,James Shaw,37,107188,Austin,united states,0
CUST_1479,Mary Huang,37,139111,,US_OFFICIAL,0
CUST_1480,Pamela Shaw,41,109102,Seattle,United States,1
CUST_1481,Matthew Jones,58,107583,Austin,United States,0
CUST_1482,Loretta Keller,33,140931,San Francisco,,0
CUST_1483,Barbara Walker,36,144724,New York,united states,0
CUST_1484,Adam Bender,70,93291,Seattle,,0
CUST_1485,Madison Moore,50,79560,San Francisco,,0
CUST_1486,Maria Smith,65,82990,New York,,0
CUST_1487,David Cunningham,37,121852,Austin,United States,0
CUST_1488,Christopher Navarro,,,Chicago,,1
CUST_1489,Glenn Castro,50,135052,New York,US_OFFICIAL,0
CUST_1490,Cynthia Dean,,124828,Seattle,united states,0
CUST_1491,Erika Valenzuela,29,162816,San Francisco,United States,0
CUST_1492,Theresa Green,265,79198,Seattle,US_OFFICIAL,0
CUST_1493,Edward Harris,26,147567,Seattle,united states,0
CUST_1494,Chad Matthews,-4,38690,Chicago,United States,0
CUST_1495,Sally Sullivan,58,94314,Austin,,0
CUST_1496,Erin Rich,55,52114,Austin,US,0
CUST_1497,Nicholas West,51,70072,Seattle,United States,0
CUST_1498,Brooke Lee,,140746,San Francisco,US,0
CUST_1499,Kimberly Ortiz,-9,131099,New York,,0
